title,Type,description,level,course_duration,ratings,reviews_count,course_skills,Prerequisites,course_url,platform,course_img,domain,paid,students_count
GT - Refresher - Advanced OS,free,"This course covers the essential Operating Systems concepts students need in preparation for the rest of the GT ""Advanced Operating Systems"" sequence.",intermediate,3 Weeks,,,"Operating Systems, Virtual Memory, File Systems, Multithreaded Programming, Networking",,https://www.udacity.com/course/gt-refresher-advanced-os--ud098,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/127c1f769355e645e449045e7d9088d3f55c0397-1456x816.png?w=640&q=100&fit=clip&auto=format,3D Computer Graphics,Yes,N/A
Intro to JavaScript,free,"Learn the fundamentals of JavaScript, the most popular programming language in web development.",beginner,2 Weeks,,,"JavaScript, Conditionals, Loops, Data Types & Variables",,https://www.udacity.com/course/intro-to-javascript--ud803,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8654239949755df40b9750508d22e758ea155d4d-945x530.png?w=828&q=100&fit=clip&auto=format,High-Performance Computer Architecture,Yes,N/A
Grand Central Dispatch (GCD),free,Learn how to prevent background operations from interfering with an app's UI by implementing Apple's GCD framework.,intermediate,2 Weeks,,,"Closures, GCD",,https://www.udacity.com/course/grand-central-dispatch-gcd--ud576,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/dfaa827f099ab02154e4350e1221e6e48ab31a5a-1218x682.png?w=828&q=100&fit=clip&auto=format,AutoLayout and UI Design,Yes,N/A
Continuous Integration and Deployment,free,"In this course, you'll learn how to improve the mobile development process by using continuous integration and deployment.",intermediate,2 Days,,,"Continuous Integration, BuddyBuild, Automated Testing",,https://www.udacity.com/course/continuous-integration-and-deployment--ud1030,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/fdf314615dab9455b1e163ae8ab698abde8453c8-1456x816.png?w=3840&q=80&fit=clip&auto=format,Shell and Terminal Usage,Yes,N/A
Swift for Beginners,free,"Learn Swift, Apple's programming language for building iOS applications. Start with the basics and work your way towards completing sets of challenges in Swift.",beginner,7 Days,,,"Variables and Constants, Strings, Control Flow, Functions",,https://www.udacity.com/course/swift-for-beginners--ud1022,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/11a90ae272df3763621552365876f6ea8ac21a97-1324x742.png?w=3840&q=80&fit=clip&auto=format,Core ML for iOS Apps,Yes,N/A
Intro to Statistics,free,"Get ready to analyze, visualize, and interpret data! Thought-provoking examples and chances to combine statistics and programming will keep you engaged and challenged.",beginner,2 Months,,,"Probability, Descriptive Statistics, Inferential Statistics",,https://www.udacity.com/course/intro-to-statistics--st101,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/b32fd6fc93400e5aa6beca327fb5b4a74761b180-1324x742.png?w=3840&q=80&fit=clip&auto=format,Web Development Best Practices,Yes,N/A
Intro to HTML and CSS,free,"In this course, you'll learn the fundamentals web development, along with best practices and professional problem-solving techniques using Developer Tools.",beginner,3 Weeks,,,"HTML, CSS, CSS Syntax, HTML Syntax Problem Set",,https://www.udacity.com/course/intro-to-html-and-css--ud001,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/1706e25eac3c20ab4bf5d2062264a288af29f496-1324x742.png?w=3840&q=80&fit=clip&auto=format,Python Programming,Yes,N/A
Introduction to Python Programming,free,"In this course, you'll learn the fundamentals of the Python programming language, along with programming best practices. Youâ€™ll learn to represent and store data using Python data types and variables, and use conditionals and loops to control the flow of your programs. Youâ€™ll harness the power of complex data structures like lists, sets, dictionaries, and tuples to store collections of related data. Youâ€™ll define and document your own custom functions, write scripts, and handle errors. Lastly, youâ€™ll learn to find and use modules in the Python Standard Library and other third-party libraries.",beginner,5 Weeks,,,"HTML, CSS, CSS Syntax, HTML Syntax Problem Set",,https://www.udacity.com/course/introduction-to-python--ud1110,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8980e92e19621099e7f69bf42be9d4aece603754-1456x816.png?w=3840&q=80&fit=clip&auto=format,Kotlin Conversion,Yes,N/A
Introduction to Virtual Reality,free,"If you are interested in learning more about virtual reality, this course will teach you the principles of VR technology and help you understand what you can build in VR.",beginner,2 Weeks,,,"VR development, Unity, Google VR SDK for Unity, General understanding of how VR works, Deploying to Android and iOS",,https://www.udacity.com/course/introduction-to-virtual-reality--ud1012,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/127c1f769355e645e449045e7d9088d3f55c0397-1456x816.png?w=3840&q=80&fit=clip&auto=format,Offline-First Web Applications,Yes,N/A
Objective-C for Swift Developers,free,"Learn the distinguishing language features of Objective-C. Practice Objective-C syntax by writing classes, and writing and calling methods.",intermediate,5 Weeks,,,"iOS, Swift, Objective-C, Control Flow Syntax",,https://www.udacity.com/course/objective-c-for-swift-developers--ud1009,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/e91a4659d80f9de0294d1fc4d9c78b23a4e93146-1456x816.png?w=3840&q=80&fit=clip&auto=format,Software Quality,Yes,N/A
Interactive 3D Graphics,free,"This course will teach you the principles of 3D computer graphics: meshes, transforms, lighting, animation, and making interactive 3D applications run in a browser.",intermediate,2 Months,,,"Animated 3D Demo Program, Computer Image Generation, Programming Vertex and Pixel Shaders",,https://www.udacity.com/course/interactive-3d-graphics--cs291,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/26ec24d4b156067dae78f954f28b12fa64e9bc8b-772x433.png?w=3840&q=80&fit=clip&auto=format,Meshes and Transforms,Yes,N/A
Full Stack Foundations,free,Learn the fundamentals of back-end web development by creating your own web application from the ground up using the iterative development process.,intermediate,3 Weeks,,,"Flask, CRUD, Model-View-Controller, Python, Object-relational Mapping",,https://www.udacity.com/course/full-stack-foundations--ud088,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/f65b0f36470667f36f2ab480f41a6eef6a0dfaa9-772x433.png?w=3840&q=80&fit=clip&auto=format,Back-End Web Development,Yes,N/A
High Performance Computer Architecture,free,"The HPCA course covers performance measurement, pipelining, and improved parallelism through various means.",advanced,,,,"Processor Pipelining, Branch Prediction, Instruction Scheduling, Memory Ordering, Multiprocessor Architectures",,https://www.udacity.com/course/high-performance-computer-architecture--ud007,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/844bbcb6611a250229f627f83416d5fa52e1917b-1324x742.png?w=3840&q=80&fit=clip&auto=format,HPCA (High-Performance Computer Architecture),Yes,N/A
AutoLayout,free,"With this course, you will learn about AutoLayout and how to use stack views and constraints to create pixel-perfect UIs.",intermediate,6 Days,,,"Design, UI, Stack Views, Constraints",,https://www.udacity.com/course/auto-layout--ud1026,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/2df8638e709b31e67768e848c1b38b83bad4df41-1456x816.png?w=3840&q=80&fit=clip&auto=format,Java Data Types and Variables,Yes,N/A
Kotlin Bootcamp for Programmers,free,Learn the fundamentals of the Kotlin programming language from Kotlin experts at Google.,intermediate,2 Weeks,,,Android Development,,https://www.udacity.com/course/kotlin-bootcamp-for-programmers--ud9011,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8654239949755df40b9750508d22e758ea155d4d-945x530.png?w=3840&q=80&fit=clip&auto=format,OpenGL Programming,Yes,N/A
Shell Workshop,free,"This course is intended to get you up to speed on the shell â€” using a terminal, managing files and directories, and running command-line programs.",beginner,1 Day,,,Unix-style command-line environment,,https://www.udacity.com/course/shell-workshop--ud206,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/dfaa827f099ab02154e4350e1221e6e48ab31a5a-1218x682.png?w=3840&q=80&fit=clip&auto=format,User Interface Components,Yes,N/A
Core ML: Machine Learning for iOS,free,Learn how to use Apple's Core ML framework to build iOS apps with intelligent new features.,intermediate,1 Week,,,"iOS, Image Classification, Core ML",,https://www.udacity.com/course/core-ml--ud1038,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/5c3120359be5c4f225cd7b817811217041b759ab-1192x668.png?w=3840&q=80&fit=clip&auto=format,Red-Green-Refactor Workflow,Yes,N/A
Statistics,free,We live in a time of unprecedented access to information. You'll learn how to use statistics to interpret that information and make decisions.,beginner,4 Months,,,"Statistical Research Methods, Data Visualization, Distributions, Hypothesis Testing, Regression",,https://www.udacity.com/course/statistics--st095,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/d2f16531bde974464ad7ab74dc335790dbdebffa-1192x668.png?w=3840&q=80&fit=clip&auto=format,Markdown Documentation,Yes,N/A
Intro to Theoretical Computer Science,free,Learn the basic concepts in theoretical computer science. Discover what they imply for solving tough computational challenges.,intermediate,2 Months,,,"theoretical computer science, NP-completeness, Recognizing algorithmic problems, Solving algorithmic problems",,https://www.udacity.com/course/intro-to-theoretical-computer-science--cs313,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/3b5e2dcb6962b3c193bb33b3ffe880441acf2a89-1198x672.png?w=3840&q=80&fit=clip&auto=format,Theoretical Computer Science,Yes,N/A
Design of Computer Programs,free,"Learn how to model problems, and how to optimize performance by using some of the advanced features of Python.",advanced,2 Months,,,"Computer Program Design, Python, Design Process",,https://www.udacity.com/course/design-of-computer-programs--cs212,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/e767662e806c4b485fdb86dbc15f13f937756232-1456x816.png?w=3840&q=80&fit=clip&auto=format,Python Performance Optimization,Yes,N/A
Data Wrangling with MongoDB,free,"Data Scientists spend most of their time cleaning data. In this course, you will learn to convert and manipulate messy data to extract what you need.",intermediate,2 Months,,,"Gathering Data, Assessing Data, Cleaning Data, Data Wrangling, MongoDB",,https://www.udacity.com/course/data-wrangling-with-mongodb--ud032,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/5ff5d5ece10bed416bef03604a02a5224b30cd82-1456x816.png?w=3840&q=80&fit=clip&auto=format,Data Cleaning and Manipulation,Yes,N/A
Swift for Developers,free,Get a quick practical introduction to Swift programming basics and build your first iOS app!,beginner,7 Days,,,"Variables and Constants, Strings, Control Flow, Functions",,https://www.udacity.com/course/swift-for-developers--ud1025,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/7c30d37b7fa71fd4603ed91727c5505d14426f0e-1456x816.png?w=3840&q=80&fit=clip&auto=format,Swift Programming,Yes,N/A
Firebase in a Weekend: Android,free,This course will teach you when and why to choose Firebase as a backend for your Android application.,intermediate,2 Days,,,Android Development,,https://www.udacity.com/course/firebase-in-a-weekend-by-google-android--ud0352,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/de83e035790099664b193de60ad62f9ce64ab50b-1350x756.png?w=3840&q=80&fit=clip&auto=format,Firebase for Android,Yes,N/A
Software Debugging,free,In this course you will learn how to debug programs systematically using scientific methods and build several automated debugging tools in Python.,intermediate,2 Months,,,"Debugging, Python, Automated Debugging",,https://www.udacity.com/course/software-debugging--cs259,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/86756465e03b99e350c321d4cbfd99e61e2a3520-1218x682.png?w=3840&q=80&fit=clip&auto=format,Program Debugging,Yes,N/A
Deploying a Hadoop Cluster,free,Deploy your own Hadoop cluster to crunch some big data!,intermediate,3 Weeks,,,"Data Analysis, Hadoop, MapReduce",,https://www.udacity.com/course/deploying-a-hadoop-cluster--ud1000,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/f30df485d2531da30e61564cb87f8f92f95ca742-1198x672.png?w=3840&q=80&fit=clip&auto=format,Hadoop Cluster Deployment,Yes,N/A
Server-Side Swift,free,"In this course, built in collaboration with IBM and Hashicorp, you'll learn how to use Swift as a server-side language for building end-to-end applications.",intermediate,2 Weeks,,,"Swift Package Manager, MySQL, Docker, Terraform, Microservices",,https://www.udacity.com/course/server-side-swift--ud1031,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/6c256248d79b3083336ab1e12f42ccde7e42b56c-1198x672.png?w=3840&q=80&fit=clip&auto=format,Swift for Server-Side,Yes,N/A
Networking for Web Developers,free,You've used the Internet. Now find out more about how it works.,beginner,2 Weeks,,,"HTTP, Domain Name System, Ping, TCP/IP stack, IP addressing",,https://www.udacity.com/course/networking-for-web-developers--ud256,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/ee5be1eeedf5ceda1877f3b27d78b5a5d8abb558-1348x756.png?w=3840&q=80&fit=clip&auto=format,Internet Fundamentals,Yes,N/A
Database Systems Concepts & Design,free,This course presents an example of applying a database application development methodology to a major real-world project.,intermediate,16 Weeks,,,"Database Management Systems, Relational Algebra, Sequential Query Language, Data Indexing, SQL Injection",,https://www.udacity.com/course/database-systems-concepts-design--ud150,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/127c1f769355e645e449045e7d9088d3f55c0397-1456x816.png?w=640&q=100&fit=clip&auto=format,Database Application Development,Yes,N/A
Intro to Physics,free,"Go to the places where big physics discoveries were made in the past and make them yourself. Youâ€™ll visit Italy, the Netherlands, and the UK as you learn basic physics.",beginner,2 Months,,,"Kinematics, Dynamics, Trigonometry, Periodic Motion, Electricity",,https://www.udacity.com/course/intro-to-physics--ph100,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8654239949755df40b9750508d22e758ea155d4d-945x530.png?w=828&q=100&fit=clip&auto=format,Basic Physics,Yes,N/A
Intro to Relational Databases,free,Relational databases are a powerful tool used throughout the industry. Learn the basics of SQL and how to connect your Python code to a relational database.,intermediate,4 Weeks,,,"Rational databases, SQL, Python API, Python DB-API, Select and insert statements",,https://www.udacity.com/course/intro-to-relational-databases--ud197,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/dfaa827f099ab02154e4350e1221e6e48ab31a5a-1218x682.png?w=828&q=100&fit=clip&auto=format,SQL Basics,Yes,N/A
ES6 - JavaScript Improved,free,Learn about the changes made to the JavaScript programming language in ECMAScript 6 and how to use these new improvements to write better cleaner code.,advanced,4 Weeks,,,"JavaScript, ES6, Syntax, Functions",,https://www.udacity.com/course/es6-javascript-improved--ud356,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/fdf314615dab9455b1e163ae8ab698abde8453c8-1456x816.png?w=3840&q=80&fit=clip&auto=format,ECMAScript 6 (ES6) JavaScript,Yes,N/A
Mobile Design and Usability for iOS,free,"In this course, taught in collaboration with Facebook, you'll learn how to design an intuitive, user-centered mobile app, from product conception to release.",intermediate,2 Weeks,,,"Product Design, Prototyping",,https://www.udacity.com/course/mobile-design-and-usability-for-ios--ud1034,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/11a90ae272df3763621552365876f6ea8ac21a97-1324x742.png?w=3840&q=80&fit=clip&auto=format,Mobile App Design,Yes,N/A
Intro to AJAX,free,"Learn how to perform asynchronous requests as you build a web app with data from Google Street View, the New York Times and Wikipedia!",intermediate,2 Weeks,,,"Asynchronous requests with JavaScript, Data APIs, Web Applications, Site Customization",,https://www.udacity.com/course/intro-to-ajax--ud110,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/b32fd6fc93400e5aa6beca327fb5b4a74761b180-1324x742.png?w=3840&q=80&fit=clip&auto=format,Asynchronous Web Requests,Yes,N/A
Intro to Algorithms,free,"This class will give you an introduction to the design and analysis of algorithms, enabling you to analyze networks and discover how individuals are connected.",intermediate,4 Months,,,"Algorithms, Social Networks, Graph Algorithms",,https://www.udacity.com/course/intro-to-algorithms--cs215,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/1706e25eac3c20ab4bf5d2062264a288af29f496-1324x742.png?w=3840&q=80&fit=clip&auto=format,Network Analysis,Yes,N/A
The MVC Pattern in Ruby,free,"In this course youâ€™ll learn how to organize your code, and why thatâ€™s important. Youâ€™ll be using the MVC Design Pattern in the web application micro-framework Sinatra.",intermediate,1 Week,,,"Ruby, Sinatra, MVC Design Pattern, Writing organized code",,https://www.udacity.com/course/the-mvc-pattern-in-ruby--ud270,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8980e92e19621099e7f69bf42be9d4aece603754-1456x816.png?w=3840&q=80&fit=clip&auto=format,MVC Design Pattern,Yes,N/A
WeChat Mini Program Development,free,"Developed by Tencent and Udacity, this course will teach you to build your first Mini Program.",beginner,4 Weeks,,,"Ruby, Sinatra, MVC Design Pattern, Writing organized code",,https://www.udacity.com/course/wechat-mini-programs--ud667,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/127c1f769355e645e449045e7d9088d3f55c0397-1456x816.png?w=3840&q=80&fit=clip&auto=format,Mini Program Development,Yes,N/A
Asynchronous JavaScript Requests,free,Learn how to asynchronously request data in your web applications with Ajax.,intermediate,3 Weeks,,,"Asynchronous Data Retrieval, Ajax with XHR, Ajax with jQuery, Ajax with Fetch",,https://www.udacity.com/course/asynchronous-javascript-requests--ud109,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/e91a4659d80f9de0294d1fc4d9c78b23a4e93146-1456x816.png?w=3840&q=80&fit=clip&auto=format,Asynchronous Requests with Ajax,Yes,N/A
Embedded Systems,free,"This course takes a holistic view of the embedded system stack focusing on processor architectures, instruction sets, and the associated advanced compiler optimizations.",intermediate,16 Weeks,,,"VLIW Architecture, Compilers for Embedded Systems, Differential Register Allocation, Network Processors, Multithreaded Processing",,https://www.udacity.com/course/embedded-systems--ud169,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/26ec24d4b156067dae78f954f28b12fa64e9bc8b-772x433.png?w=3840&q=80&fit=clip&auto=format,Embedded Systems,Yes,N/A
High Performance Computing,free,"This course will give you solid foundations for developing, analyzing, and implementing parallel and locality-efficient algorithms.  Offered at Georgia Tech as CS6220",advanced,4 Months,,,"Shared Memory Models, Parallel Algorithms, Distributed Memory Models, Message Passing Interfaces, Hierarchical Memory Models",,https://www.udacity.com/course/high-performance-computing--ud281,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/f65b0f36470667f36f2ab480f41a6eef6a0dfaa9-772x433.png?w=3840&q=80&fit=clip&auto=format,Parallel and Locality-Efficient Algorithms,Yes,N/A
HTTP & Web Servers,free,HTTP is the fundamental protocol of the Web. Explore how it works using Python code and command-line tools.,intermediate,1 Week,,,"HTTP, Python, Deploying services",,https://www.udacity.com/course/http-web-servers--ud303,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/844bbcb6611a250229f627f83416d5fa52e1917b-1324x742.png?w=3840&q=80&fit=clip&auto=format,HTTP Fundamentals,Yes,N/A
Advanced Android with Kotlin,free,Develop Feature-Rich Android Apps with the Kotlin Programming Language.,intermediate,2 Months,,,"Kotlin, Android",,https://www.udacity.com/course/advanced-android-with-kotlin--ud940,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/2df8638e709b31e67768e848c1b38b83bad4df41-1456x816.png?w=3840&q=80&fit=clip&auto=format,Android App Development with Kotlin,Yes,N/A
"Computability, Complexity & Algorithms",free,Learn tools and techniques that will help you recognize when problems you encounter are intractable and when there an efficient solution.,advanced,,,,"Kotlin, Android",,https://www.udacity.com/course/computability-complexity-algorithms--ud061,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8654239949755df40b9750508d22e758ea155d4d-945x530.png?w=3840&q=80&fit=clip&auto=format,Problem Intractability,Yes,N/A
Advanced Operating Systems,free,,advanced,5 Weeks,,,"Operating System Kernels, Virtualization, Distributed Systems, Cloud Computing, Real-Time Operating Systems",,https://www.udacity.com/course/advanced-operating-systems--ud189,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/dfaa827f099ab02154e4350e1221e6e48ab31a5a-1218x682.png?w=3840&q=80&fit=clip&auto=format,Facebook Login and Graph API,Yes,N/A
Passwordless Login Solutions for iOS,free,"In this course you'll implement Account Kit and Facebook Login side by side in a sample app, test our login flow on a series of common use cases, and wrap things up with an introduction to Facebookâ€™s Graph API.",intermediate,1 Week,,,"Account Kit, Facebook SDK, Graph API",,https://www.udacity.com/course/passwordless-login-solutions-for-ios--ud1028,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/5c3120359be5c4f225cd7b817811217041b759ab-1192x668.png?w=3840&q=80&fit=clip&auto=format,Git Version Control,Yes,N/A
Version Control with Git,free,"Learn how to use Git, a popular Version Control System and essential tool for any developer.",beginner,4 Weeks,,,"Git, Version Control, Creating a Git repo, Editing commits",,https://www.udacity.com/course/version-control-with-git--ud123,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/d2f16531bde974464ad7ab74dc335790dbdebffa-1192x668.png?w=3840&q=80&fit=clip&auto=format,Firebase for iOS,Yes,N/A
Firebase in a Weekend: iOS,free,This course will teach you when and why to choose Firebase as a backend for your iOS application.,intermediate,2 Days,,,Android Development,,https://www.udacity.com/course/firebase-in-a-weekend-by-google-ios--ud0351,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/3b5e2dcb6962b3c193bb33b3ffe880441acf2a89-1198x672.png?w=3840&q=80&fit=clip&auto=format,No-Code App Development,Yes,N/A
Intro to Point & Click App Development,free,In this short class you'll build powerful apps without writing code. Great if you're an aspiring developer or someone who wants to learn what programmers do.,beginner,1 Month,,,"Salesforce App Development, Schema Building, Data Modeling",,https://www.udacity.com/course/intro-to-point-click-app-development--ud162,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/e767662e806c4b485fdb86dbc15f13f937756232-1456x816.png?w=3840&q=80&fit=clip&auto=format,Heroku Web Hosting,Yes,N/A
Deploying Applications with Heroku,free,Deploy your first web application using the Heroku platform and learn about the underlying mechanics of web hosting.,intermediate,1 Week,,,"App Deployment, Heroku",,https://www.udacity.com/course/deploying-applications-with-heroku--ud272,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/5ff5d5ece10bed416bef03604a02a5224b30cd82-1456x816.png?w=3840&q=80&fit=clip&auto=format,Cryptography,Yes,N/A
Applied Cryptography,free,"Cryptography is present in everyday life, from paying with a credit card to using the telephone.  Learn all about making and breaking puzzles in computing.",advanced,2 Months,,,"Cryptography, Ciphers, Encryption",,https://www.udacity.com/course/applied-cryptography--cs387,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/7c30d37b7fa71fd4603ed91727c5505d14426f0e-1456x816.png?w=3840&q=80&fit=clip&auto=format,Java Programming,Yes,N/A
Java Programming Basics,free,"Take your first steps towards becoming a Java developer! Learn Java syntax and create conditional statements, loops, and functions.",beginner,6 Weeks,,,"Java Programming, Java Syntax, Java Functions, Loops",,https://www.udacity.com/course/java-programming-basics--ud282,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/de83e035790099664b193de60ad62f9ce64ab50b-1350x756.png?w=3840&q=80&fit=clip&auto=format,C++ Programming,Yes,N/A
C++ For Programmers,free,"This course teaches C++ to students already familiar with a programming language. Students will learn how to use header files, control flow, functions, classes.",intermediate,3 Weeks,,,"Pointers and Arrays, Control Flow, Object-Oriented Programming, C++ Templates, C++ Standard Library",,https://www.udacity.com/course/c-for-programmers--ud210,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/86756465e03b99e350c321d4cbfd99e61e2a3520-1218x682.png?w=3840&q=80&fit=clip&auto=format,Google App Engine,Yes,N/A
Intro to Backend,free,Learn to build a multiuser blog with Google App Engine that permits users to sign in,intermediate,3 Weeks,,,"User Input, Producing templated output, Databases and data stores, Secure user account systems",,https://www.udacity.com/course/intro-to-backend--ud171,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/f30df485d2531da30e61564cb87f8f92f95ca742-1198x672.png?w=3840&q=80&fit=clip&auto=format,Computer and Network Security,Yes,N/A
Network Security,free,"This course provides an introduction to computer and network security. Students successfully completing this class will be able to evaluate works in academic and commercial security, and will have rudimentary skills in security research.",intermediate,16 Weeks,,,"Basic elements of cryptography,  cryptanalysis and systems security,  security research",,https://www.udacity.com/course/network-security--ud199,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/6c256248d79b3083336ab1e12f42ccde7e42b56c-1198x672.png?w=3840&q=80&fit=clip&auto=format,Firebase Analytics,Yes,N/A
JavaScript and the DOM,free,,intermediate,4 Weeks,,,"Basic elements of cryptography,  cryptanalysis and systems security,  security research",,https://www.udacity.com/course/javascript-and-the-dom--ud117,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/ee5be1eeedf5ceda1877f3b27d78b5a5d8abb558-1348x756.png?w=3840&q=80&fit=clip&auto=format,App Development Process,Yes,N/A
Firebase Analytics: Android,free,"Learn how to grow an app's user base using Firebase Analytics, a free and unlimited analytics solution",intermediate,2 Days,,,"Android Development, Firebase, Analytics",,https://www.udacity.com/course/firebase-analytics-android--ud354,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/127c1f769355e645e449045e7d9088d3f55c0397-1456x816.png?w=640&q=100&fit=clip&auto=format,Google Maps APIs,Yes,N/A
Configuring Linux Web Servers,free,,,1 Week,,,"Android Development, Firebase, Analytics",,https://www.udacity.com/course/configuring-linux-web-servers--ud299,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8654239949755df40b9750508d22e758ea155d4d-945x530.png?w=828&q=100&fit=clip&auto=format,iOS Design Patterns,Yes,N/A
How to Make an iOS App,free,"Learn the process of building an app, taking your ideas from drawing board to App Store!",advanced,3 Months,,,"iOS, Ideation and Research, UI, App Store",,https://www.udacity.com/course/how-to-make-an-ios-app--ud607,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/dfaa827f099ab02154e4350e1221e6e48ab31a5a-1218x682.png?w=828&q=100&fit=clip&auto=format,Psychology Concepts,Yes,N/A
Google Maps APIs,free,This course will introduce you to the content available through the Google Maps APIs through building a real-estate listings web application step-by-step.,intermediate,2 Weeks,,,"Google Maps APIs, Static Maps, Street View imagery, monitoring API usage",,https://www.udacity.com/course/google-maps-apis--ud864,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/fdf314615dab9455b1e163ae8ab698abde8453c8-1456x816.png?w=3840&q=80&fit=clip&auto=format,Game Monetization,Yes,N/A
Passwordless Login Solutions for Android,free,,,1 Week,,,"Google Maps APIs, Static Maps, Street View imagery, monitoring API usage",,https://www.udacity.com/course/passwordless-login-solutions-for-android--ud357,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/11a90ae272df3763621552365876f6ea8ac21a97-1324x742.png?w=3840&q=80&fit=clip&auto=format,Data Analysis with Python,Yes,N/A
Mobile Design and Usability for Android,free,"In this course, taught in collaboration with Facebook, you'll learn how to design an intuitive, user-centered mobile app, from product conception to release.",intermediate,2 Weeks,,,"Android, Mobile Design, Usability",,https://www.udacity.com/course/mobile-design-and-usability-for-android--ud358,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/b32fd6fc93400e5aa6beca327fb5b4a74761b180-1324x742.png?w=3840&q=80&fit=clip&auto=format,SQL Data Extraction and Analysis,Yes,N/A
iOS Design Patterns,free,"In this course, you'll explore iOS design patterns â€” the practical and battle-tested solutions to common problems that are used everyday by developers.",intermediate,2 Days,,,"Android, Mobile Design, Usability",,https://www.udacity.com/course/ios-design-patterns--ud1029,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/1706e25eac3c20ab4bf5d2062264a288af29f496-1324x742.png?w=3840&q=80&fit=clip&auto=format,Inferential Statistics,Yes,N/A
Intro to Psychology,free,Go on a journey through psychological concepts and principles to enable you to gain a more in-depth understanding of human thought and behavior.,beginner,4 Months,,,"Pyschology, Research Methods, Biology",,https://www.udacity.com/course/intro-to-psychology--ps001,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8980e92e19621099e7f69bf42be9d4aece603754-1456x816.png?w=3840&q=80&fit=clip&auto=format,Big Data and Spark,Yes,N/A
Engagement & Monetization | Mobile Games,free,"You will learn the most effective monetization strategies for your game, how to  keep your players interested and engaged, so that your game stands out in the app store.",beginner,3 Weeks,,,"Game Development, Monetization, Engagement",,https://www.udacity.com/course/engagement-monetization-mobile-games--ud407,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/127c1f769355e645e449045e7d9088d3f55c0397-1456x816.png?w=3840&q=80&fit=clip&auto=format,Modeling and Visualization,Yes,N/A
