title,organization,course_certificate_type,course_duration,ratings,reviews_count,level,course_url,students_count,course_skills,course_summary,description,platform,course_img,paid
International migrations: a global issue,Sciences Po,Course,1 - 3 Months,4.7,479,Beginner,https://www.coursera.org/learn/international-migrations,"27,131",[],[],"ABOUT THE MOOC : INTERNATIONAL MIGRATIONS: A GLOBAL ISSUE
Catherine Wihtol De Wenden - CERI CNRS/SciencesPo

ABOUT THE COURSE
The world is moving, but not all opinions and governments are willing to accept this poorly understood reality. The issue affects both states and the planet, in a process of globalization and of regionalization of migrations, and raises new questions for international relations, now including the South. This course aims at improving knowledge of the subject, addressing the key issues raised by international migration, and assessing the trends of tomorrow.

FORMAT
The MOOC lasts 7 weeks and focuses on various themes related to migration. It makes use of various types of document, such as maps, news articles, and scientific papers.

The text is in English and the videos are in French with English subtitles

TEACHERS
Catherine Wihtol de Wenden is Research Director at the CNRS (CERI) and teaches at Sciences-Po. She has been a consultant to many international organizations, notably the Council of Europe and the Office of the High Commissioner for Refugees. From 2002 to 2008, she led the ""Migration"" research group of the International Sociological Association. Author of some 20 books, and having conducted many field investigations, she also teaches at the Sapienza University of Rome.

COURSE OUTLINE
Session 1: Globalization of migration
Session 2: Refugees and environmentally displaced persons
Session 3: Europe
Session 4: France and international migration flows
Session 5: Citizenship and migration
Session 6: Borders
Session 7: Right to mobility and global governance
",Coursera,https://coursera-university-assets.s3.amazonaws.com/16/60429009c611e5933c2d82813d6d0a/SCIENCES-PO_blason_RGB_360x360.png,Yes
Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,Course,1 - 3 Months,4.4,4.2k,Beginner,https://www.coursera.org/learn/aprendiendo-programar-python,"281,929","['Computer Programming', 'Programming Principles', 'Python Programming']",[],"Decía Steve Jobs que “todo el mundo debería aprender a programar un ordenador porque esto te ayuda a pensar”. Hoy en día la programación es una herramienta fundamental para el desarrollo de la tecnología moderna. Este curso te introduce en el mundo de la programación en el lenguaje Python. De una forma práctica, aprenderás de forma gradual desde el tratamiento básico de variables hasta la programación de algoritmos para construir tus propios juegos. Además, te familiarizarás con los conceptos fundamentales para el desarrollo de algoritmos y su programación. 
Al finalizar el curso, serás capaz de desarrollar tus propios programas en Python y de seguir explorando para construir nuevos programas y cada vez más complejos. Este curso es el primer paso para convertirte en un/a profesional con habilidades básicas de programación y abrirte la puerta al futuro.
",Coursera,https://s3.amazonaws.com/coursera_assets/ddp/branding/bases-salud-publica-ucchile/bases-salud-publica-ucchile-banner.jpg,Yes
Introduction to Agile Development and Scrum,IBM,Course,1 - 4 Weeks,4.9,1.3k,Beginner,https://www.coursera.org/learn/agile-development-and-scrum,"46,427",['Software Engineering'],"['Adopt the 5 practices of Agile, a subset of DevOps: small batches, minimum viable product, pair programming, behavior- and test-driven development. ', 'Write good user stories, estimate and assign story points and track stories using a kanban board.  Incorporate Scrum artifacts, events, and benefits.', 'Create and refine a product backlog using the sprint planning process. Produce potentially shippable product increments with every iteration.', 'Create burndown charts to forecast the ability to meet a sprint goal. Use metrics to enhance performance, productivity, and client satisfaction.']","Get started with using Agile Development and Scrum with this self-paced introductory course! After successfully completing this course, you will be able to embrace the Agile concepts of adaptive planning, iterative development, and continuous improvement - resulting in early deliveries and value to customers. 
You will look at Scrum as a framework and learn how to apply it alongside Agile. You will also become familiar with related methodologies like Waterfall, Extreme Programming (XP), and Kanban. 

Apply Agile practices derived from lean manufacturing concepts, like test-driven development. Learn how a scrum team functions. Also learn about the importance of Agile iterative planning and enable yourself to write good user stories and track your team’s progress using a kanban board.  

Create and refine a product backlog collaboratively with the team and the customer, in a flexible and blameless culture. You'll also learn how to use burndown charts, achieve sprint goals, and conduct the sprint review and retrospective. This approach will lead you to higher levels of efficiency, with the ability to plan and execute sprints with your development team, measuring success with actionable metrics.  

This course is about more than facts and processes. It is about working collaboratively on a self-organizing team, coached by a scrum master, and building what is needed, rather than simply following a plan. Developed and taught by an experienced Agile practitioner, the course includes hands-on practice through realistic scenario-based labs using GitHub and ZenHub. 

The course will benefit anyone who wants to get started with working the Agile way or transform the organizational culture to adopt and realize the benefits of Scrum. This includes Project Managers, Product Managers, and Executives. It is particularly suitable for IT practitioners such as software developers, development managers, and IT Scrum Masters.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png,Yes
Introduction to Artificial Intelligence (AI),IBM,Course,1 - 4 Weeks,4.7,11.5k,Beginner,https://www.coursera.org/learn/introduction-to-ai,"259,443","['Data Science', 'Deep Learning', 'Artificial Intelligence (AI)', 'Jobs', 'Machine Learning']","['Describe what is AI, its applications, use cases, and how it is transforming our lives', 'Explain terms like Machine Learning, Deep Learning and Neural Networks ', 'Describe several issues and ethical concerns surrounding AI', 'Articulate advice from experts about learning and starting a career in AI ']","In this course you will learn what Artificial Intelligence (AI) is, explore use cases and applications of AI, understand AI concepts and terms like machine learning, deep learning and neural networks. You will be exposed to various issues and concerns surrounding AI such as ethics and bias, & jobs, and get advice from experts about learning and starting a career in AI.  You will also demonstrate AI in action with a mini project.
This course does not require any programming or computer science expertise and is designed to introduce the basics of AI to anyone whether you have a technical background or not.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png,Yes
Introduction to Back-End Development,Meta,Course,1 - 4 Weeks,4.8,2.4k,Beginner,https://www.coursera.org/learn/introduction-to-back-end-development,"100,143","['HTML and CSS', 'Web Development']","['Distinguish between front-end, back-end, and full-stack developers.', 'Create and style a webpage with HTML and CSS.', 'The benefits of working with UI frameworks.']","Welcome to Introduction to Back-End Development, the first course in the Meta Back-End Developer program.  
This course is a good place to start if you want to become a web developer. You will learn about the day-to-day responsibilities of a web developer and get a general understanding of the core and underlying technologies that power the internet. You will learn how front-end developers create websites and applications that work well and are easy to maintain. 

You’ll be introduced to the core web development technologies like HTML and CSS and get opportunities to practice using them. You will also be introduced to modern UI frameworks such as Bootstrap and React that make it easy to create interactive user experiences. 

By the end of the course, you will be able to: 
- Describe the front-end developer role 
- Explain the core and underlying technologies that power the internet 
- Use HTML to create a simple webpage 
- Use CSS to control the appearance of a simple webpage 
- Explain what React is 
- Describe the applications and characteristics of the most popular UI frameworks 

For the final project in this course, you will create and edit a webpage using HTML and the Bootstrap CSS framework. Using a responsive layout grid, you will construct a responsive webpage containing text and images that looks great on any size screen. 

This is a beginner course intended for learners eager to learn the fundamentals of web development. To succeed in this course, you do not need prior web development experience, only basic internet navigation skills and an eagerness to get started with coding.
",Coursera,http://coursera-university-assets.s3.amazonaws.com/73/e03b13a8e44df9b19eb279e5506396/360-x-360.png,Yes
"Introduction to Biology: Ecology, Evolution, & Biodiversity",Rice University,Specialization,3 - 6 Months,4.9,72,Beginner,https://www.coursera.org/specializations/introduction-to-biology,"2,755","['Ecosystem Model', 'Concept mapping and visualization', 'Communicating scientific ideas', 'Recording observations', 'Identifying species', 'Interdisciplinary thinking', 'Interpreting phylogenetic trees', 'Examining ideas', 'Recording observations', 'Identifying species', 'Interdisciplinary thinking', 'Inspecting specimens', 'Examining ideas', 'Recording observations', 'Identifying species']",[],"Applied Learning Project
There is a peer-reviewed final project at the end of each course. Learners will apply the skills they gained from the course, such as analyzing a living organism in an ecosystem near them or coming up with biological features of an imaginary species, to complete these final projects and provide feedback to each other through the review process. 
",Coursera,https://coursera-university-assets.s3.amazonaws.com/3a/043acda9fb458194d1cbcd38ca6d5c/Rice_Logo_280_Blue_Square.png,Yes
Introduction to Business,"University of California, Irvine",Specialization,1 - 3 Months,4.7,221,Beginner,https://www.coursera.org/specializations/business-introduction,"7,369","['Training And Development', 'Strategic Planning', 'Setting Objectives', 'Leadership Style', 'Manage Expense Control', 'Analyze Financial Statements', 'Create a Forecast', 'Identify Capital Resources', 'Effective Use of Labor', 'engagement', '80/20 Rule of Social Media', 'Storytelling', 'Keyword Selection', 'Review Management']","['Determine content that resonates with consumers and how businesses can differentiate themselves in competitive markets with that content.', 'Explore business growth best practices, including the basics of management, employee leadership development, and strategic planning.', 'Utilize critical financial information to help run and grow a business while managing cash flow and expenses.']","This specialization is intended for novice business professionals seeking to develop management, leadership, finance, and digital marketing skills with the ultimate goal of preparing learners to operate or participate in the operation of a business. Throughout the three courses, learners will cover people management, the key features of leadership, strategic planning, search engine strategies, reputation management, content creation, common financial statements, cash flow, and expense management.

Applied Learning Project
Learners will create three unique final projects for this specialization including a strategic planning session agenda, written strategy concerning statements of cash flow and ratios, and digital marketing strategy recommendations. These projects are an opportunity to apply concepts learned in each of the courses.

",Coursera,https://gradschoolshopper.com/media/cache/logo_share/custom/domain_1/image_files/81_photo_402.png,Yes
Introduction to Calculus,The University of Sydney,Course,1 - 3 Months,4.8,3.4k,Intermediate,https://www.coursera.org/learn/introduction-to-calculus,"210,717","['logic', 'Mathematics', 'Calculus']",[],"The focus and themes of the Introduction to Calculus course address the most important foundations for applications of mathematics in science, engineering and commerce. The course emphasises the key ideas and historical motivation for calculus, while at the same time striking a balance between theory and application, leading to a mastery of key threshold concepts in foundational mathematics. 
Students taking Introduction to Calculus will: 
•	gain familiarity with key ideas of precalculus, including the manipulation of equations and elementary functions (first two weeks), 
•	develop fluency with the preliminary methodology of tangents and limits, and the definition of a derivative (third week),
•	develop and practice methods of differential calculus with applications (fourth week),
•	develop and practice methods of the integral calculus (fifth week).
",Coursera,https://coursera-university-assets.s3.amazonaws.com/b6/1c7980e65b11e585a5d1c2a17c7763/USY_Mono_Stacked_Logo_360x360.png,Yes
Introduction to Chemistry:  Reactions and Ratios,Duke University,Course,1 - 3 Months,4.7,1.2k,Beginner,https://www.coursera.org/learn/intro-chemistry,"111,687",[],[],"This is an introductory course for students with limited background in chemistry; basic concepts involved in chemical reactions, stoichiometry, the periodic table, periodic trends, nomenclature, and chemical problem solving will be emphasized with the goal of preparing students for further study in chemistry as needed for many science, health, and policy professions.
",Coursera,https://toppng.com/uploads/preview/duke-university-logo-for-duke-university-115629316023e5gh4vexk.png,Yes
Introduction to Clinical Data,Stanford University,Course,1 - 3 Months,4.6,243,Beginner,https://www.coursera.org/learn/introduction-clinical-data,"15,653",[],"['How to apply a framework for medical data mining', 'Ethical use of data in healthcare decisions', 'How to make use of data that may be inaccurate in systematic ways', 'What makes a good research question and how to construct a data mining workflow answer it']","This course introduces you to a framework for successful and ethical medical data mining. We will explore the variety of clinical data collected during the delivery of healthcare. You will learn to construct analysis-ready datasets and apply computational procedures to answer clinical questions. We will also explore issues of fairness and bias that may arise when we leverage healthcare data to make decisions about patient care.
In support of improving patient care, Stanford Medicine is jointly accredited by the Accreditation Council for Continuing Medical Education (ACCME), the Accreditation Council for Pharmacy Education (ACPE), and the American Nurses Credentialing Center (ANCC), to provide continuing education for the healthcare team. Visit the FAQs below for important information regarding 1) Date of the original release and expiration date; 2) Accreditation and Credit Designation statements; 3) Disclosure of financial relationships for every person in control of activity content.
",Coursera,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAACoCAMAAABt9SM9AAAA21BMVEX///+aAACeEAsBemKXAACcAACVAACMAAD59PTZtbSuTk2qSkqhKyvBhoW0YmLx5eWgJSUAcVa3bW3jycnu39/Qo6Lr2dn17OyoPDqQAADev7/mz8++e3qKAAAAdVy3aGemNTO9dnWqQ0Hg29jIkZChIB3MmpmxWFetTUsAbFDUrKu1ZGOvVFLV5N+hIyDKlZXSqKfBgoFkopKcEhKozsWKtKh1qpzE39nm8O2dxbvdwL8XgGns//zT7edJlYL/6utVlIPsw8TK4duoyL+80cqRwbXisLI1h3Pe499XSxpPAAAUOElEQVR4nO2deX/auNbHLZCESQBjbGyMKdsQtoQQshCa3GYmaTPt+39FjxYvkmyWJGTuczv6feaPgmPZ+iIdnXO0jGFoaWlpaWlpaWlpaWlpaWlpaWlpaWlpaWlpaWlpaWlpaWlpaWlpaWlpaWn9TvKdcvOq7R672HDL981JbbeWx36T42l8CSEggmBlHalIP7xaDWGQf3FU6rd2q7Q60nscW2UIUAERFQoFhEcfL9AEABP6pECQe331Ze9DmqXex9/jEzSChBE8WQ0uyT8KBXyEIq9GN5R8AV3mXe2Uxka519ih3tyYH0rLLS9XjcZqtWyWw2N1i60qU1Y37DFt8k/YPk6xCFBYlZwrjS9XRjmAkjCWPwcEZ+li/1P8FTEdgPYKRK0IDD4Xl0mbE/T4hxCCwZHK7aAtsGqludEMgCQ4H0P5m2BkPOyn1cHsKSiyIaQiRx+iJC1JC0D9+FMPHavc8ZaWdVFqG2OFFcCbECtfBVXDKQ13P6PPngHrvcagMYUQfTos2l1QMvT4/rHKbbKKnKhfn5YejJHKClZufwVK0wK4Y4RBa9cjhrQ1wZEZffQasAA/tRu6tBeC8fELzofVKoXGSm1E4Ob5eu3WMrQGhhfkGb34CaIBYSrDz4VVpnUCzU8qWIXVD0JjkGGF/TvbXmRgAdwz3OBs6xMA7ROyDzLBYjccecZxtWSwykcu1ciFZd4EntHIsAKg7xcf/xxlYAFcMyx8ZuY/4IE1LLkltQNX/HDsaq3QPwaLsHKNWg6roLPoFu3/tLJX4AmhBfNpVZnFkr9zvwiwEDx2tXr/HKxT0gwmOaygczsrdu/zmhyAp4YP+rkPmOTAMp0U7AAdvVrn/yCsnjHJdjUAB9/Wj8XutZfDitGq5hv5EwZrSx9lvfTo1Zr+g7BqxmUeD+J/3nWL3adNPRfXNlj8zR+2PJ6O8uBIwUiik38UVh4O7NwWu8Vi0b6t5rQ7UNgGq7EtRKByAbkKrnwrUnrFqw5pPNVfOTm3PdB41Cx3hgjUJ8vMYMocOzB2PSJx2HWqFwUSdtVr47zx1+mwQked6lz2YtvVSQWA+rA3YiPHAbBw+3pGUBW7d3+qvupuWCxEKIDccHuO+cUk1IwvWFPIAyOEYCVFaPmW1x73AMSGT1wbEmiSPwBwKI211gUPqXipaSg2AhDxSJjcUk9bs+eG7WanRZ/uU4NMLuM0mHQb9DkoCtYKB8Jyfv2yKS372r95CywX81cfZsyWN2TpE0HxOPCAeczNvkQ4aQdfaEaJNkY0xii9DeG0+bkT8UoB1aLvHcA4AZqSYsFXK36fEmYxPjUHML4VxknNKKqlNYyvHdINA+QzWMXik5szIG6FxYdD+nqKaeoE5MWjS3LLCjEJJDujRoHDREm2bd4c8jsKgN6D4wIKOGlbzQBCoWXhqGZN2oYRHDy47sOAA4h9v/k4KbQQB/rR70OaBf0aDK7K5WYvftu9sGDfWfxkqGy/vcwxWtth+XH7gROpcblh6J2xn3vphZH4FQRa3NS0Ae+mQpjXi9BXQ1qYu+Q1QEkob7quFdksyyXiROa0eaNChMfi+dN0iB7EeKe1OkWNuNEwWWvCydPH8CBY8Pzb48zuMli/Bplgeicsw8FxA86MUJesWkqTa8JJ/E+Lv15fKIx9k9bT5zylNEZmNOSmACQ3mQphD6a/iTmABcwtPMuMYmF+Yn7QaIjD+x8L747R6r5uxtl+uAMWNUFx47qQLddl3iBfFvJPI1YtISvsKrBYJpSUIc6cZGDVma8nfFHmpcS/Em/8MBoERwHP7nSA0qoPdR1wvY6f1xzWbLbOWq1dsAwXJdZRjm1yYYniv7kQWloqLINb7ppwkwqL8UQ3mQejevTJlJ/SZqVbmNlG8a4DYUG89NfcwP/1/fv6W+VNsEgEEpviQtrHjANgRdXw1C8EWDzXK2bUVFgt9llK2TSBWK6p/iRUzEGUWuyBsIKGecdNVtF+eT4ZDDNWaw8sYquTxoXSlzrbm0zh1UhdgywsVm/y/FQKrKiTSclZS+q8ubCw8jMZh8GCBe82QkVprRfPZ2/rhkxJ40LpW/FX3g8rNbJZWDzVJ3YXBdYVb0VyudzET6RCJVgPMHvXAbBwbfNEemBCq2s/bZYBVrQXlvEQNy6U1GwPLKfDHdOdsB7UMUCF1cj00/hv4vnSPFjVnDBtPyw4+Dbrdu2fXxNaxeLsq0/jLlH7YRnmJHK5QDyZsAtWuUbcS94Yd8IKM9OoCqw+UkcAI7J08V15sC5y7toPC2+K67/Wt65rxy2LBT0G8Snpf9ShpBGr1+jvJMV0FblcOKrsVljtHmZhzTFgcV+tIz9ghIRy8mDxQbbxVliOU22OTm8WMawfT7bdnV3PS7KCurFfvGZJTfJhmVXA/GiAp1eqy3ksWDy+j1yrPFj8LnkpxyE2i8RgGJmPEavHP//+4+XH9/Wmk2RWmLyD5h3m/CUGO2A9QD7PWLkyYwP/abCkQnNgyXcd6Dr0zJ+xybLvJ/PxaDkavG+itMJswVR4IwVWm8cmwzD9i2PAUnJEq302i991Lt10kOtwGd52U/NubxofmPbjE5VD4Y1kWPzFQVV854/BuhGfGIsPkX2pUNlmFd4zGgI82Py0i4Lsl2Y1zhPkJTJ3ikXCO2BV5apJUZvxLlgT0UuIxbz62BrkwRoioZ9GOsB1uPg2K8qaXfu9L5Fd7+9m86Bab1Y3dCGgkGGxUShNRBwBFg/GFf9cenIeLO5byJMHB4yGXuoxpH7pren7vmmaYdDPpxSpoS4qdNgDq+Irz8XrWO53+2E5+2CFOU+RCefBaks+PtcB3fDFLnaJyVp3pcb13Wo/PDy0DW83rSpW1rCwYShOjqDMqgRfeW816MhmHdoZD54n/1I4KGu0+NRD7EXlxobcyZEXaWQKUmDB3tfZ4/X1V9dMnFIWJ9oujXiC2h5aI6isZrkRJ1370jsL752YQrVlWeoXvAYSrIqSZRgDtdr8KUkyWv2FmHj6VMrslDPrs1RYy+vv4Xh0Uo3Dne6PX3eEl33P/grvoTUC8juMpIxajb+Q+AdK61dTNJkEV06cXFDbK29aQnTIJ/gTj9NVn0Jl8mgD9YVEYybBocIafRsFwUl4Gzcs2w9W7v16dteBCa3tYeGYrhdMP3ag9Ns0Mzn26AeNKuLxaS06akV4HDWylgMXJu4iVdMveGIbJC2YJdNRGnE4aiKIv1w8XzKOyvYmmREyMxpOMAxv4xQ8aVnXIQ7q4823c57U2k2L4gCgMXeIl3HVYBMv6CZNhkeGoUq7ld+ktYmmzhC8qF2AaPawAFonJVdAI1rrKVLwudl5hWbk6LK2Y/UYK5TiXWZ/M6pGHPfDfmPV6RXiaSPh4RkDD3F4Peu+mncJrc0VxBjECcCdtHjbQWxeKpqxE5egjqNfD4I6ialYcFGNXpFOS4FWLZ5I4x64H01HpcurnaiEdNg6idativMg82j6C02nvM6glbJyeaEAqTFJJ0nB8XnMG/4Jnozjn4bAUmZRYTP8IxysElgkit6Ia9rwZDutMl9oH/1EdPpYXvbQiSczEIrnnEaYJxsAwg3DimrJulB5xWdf6ZrnJS3HLPeSb+pNWgNnGa2KRgiedZZJz7KGMJ6OZr9datGaSREI9wdV2X9AybwruWce8hlwiIN4yvp0kl2ljHFpsonnWO+K9mz2cigtw2s2WtEk6k2vmQmUnClfLo5WyQjndti0K+rQX9odYohbrJWYeNjrdVar1aA3ObmkLnkIh5Neg3zT611MC7RxTSsn/G86vd50KBouj5bKazO9Sr8mhU56PXLDqtGrTftI2ZlTvqBdgvAZks73EMCL6jy00ka5Ks0z65QhfL634074p7P45W1WYhqe0TrdQou/E9G2a57jqPsITEt4o6MtQPXDcrn85p1PruM48Zr6zMXBF5VWsDKvk+jQ/tGkHpY8ZYHPD8iU/pbK0LJebcF9t9fWSXaW9d8KS6GFfTnpQKLEe6euTIbtn935bdX5cpXQguPXu/XPRwmX/XOjLKX8F8MSacFOezAq/3knxdFdW1kt+W+GxWhFHgQkY3dpeS3A+ssudn86WMOKxWnxCdRg+LxIzVZ3bX59fJy9FDSsRJRWNH/j3z8JJr7719+1cvvXfQNqWIk6pTFxx5wHc/Fod0WLZb9aowBXdcsStWJJ9rPFzLbXazmrvN4sZSf/Xw/LoKsZnPn19ffN6Fk08F0SS786gYaVUaO5nASXvtiyfvz4ac9ue9pmZeU0Os8LwSntXv/ddxa3t22sYfmKnOb9nTLJuliVglbtTHdDYxjIq2O+OE9yaEhofbWeRx8KdxzPoj+EGyfn/NAlX1jutnNeDPMCXx5tF7o5xZXjFHZ64ckKjZ8KLDIcPiorlt8IqxGdExHvI/CGAdsysfUEhg4ooO1bi9+oBsisBHynTs8NV2LlG3+psCivD8Hik3tAnlgWNweootM8cPvlt2mICqiw/88O0GnN6AsrRkvjxVM3chgku9WHH4I1QsoyILhzw3wZA1zdfvltmpPCjnM+E4F1mkLA7ddZtKZ7/UN0tX6sPuZnNYE0tWcYaPey5bC5bYPnOxQ2hTnCwQe2cZJumMKCF/cz1qjs2evzH6Kht7+6x4V1A46+pfUgWcEHHiu1LNz+SVN9X2/vf41LDFa6Hv7JwseE1Uf/HViVj5yBJMPa2PbT4rk2LGCIKazu+olE1cx82a8d+Emw6KyYFYbK8L57tHeVP6eDhymsKPE8V5xfiqeMagi8eUFeKgJrmPbC29m9c8Onchgs23LuX7/evj7SViYc43MsWL7rtcetKbH/zLeI5l29dnnZA9R1CPrDyaRVDyiFIRpOLvrsn16NLROeMj/NCp15tYWMJS2DnVViTTA7ziqg5YUPtDDuOpjTeE8RGhsObk0nJy22cMYP6tPJsLLvgCQRFhjeLxqxIeew/ghajfPTQXhPnK3F8bvhGNJtyn16ZBw7Domv1G0O6U5lunrBPKebmBu8jZQhAieU1QjDy0GDzilTNmUUkD+q99kcND2qy8MITqurCmTj7bhFC2PbAcggVYj3vJI7rUs6kc2XMpgDgGBn61xnCksw8Kt0YiKChVnZwcRfz76m09LH64ZNdp6TY/n0OKRCPM9O/5wv9aCHG8QdB3Pfi0QTrAHVUAGzMujaIIQ6nRvAFn9dIu6VzDEvbQmidchOOCCD8JitjqX9ki6ciL05F247M2AbLABTs5TA4hfw34v73ifAsmDiXq9QspjMg7Fb1kHJjR6HRBpOsqA3cvPjSq9oJyUlRiuS+rxbhzBZe0vcPXHdaAEky7TG4ICjIWRYgmRYdMNm4zMMvJ/CoiuSop0rKSwXJnvAOohdnaB4FdAERctRcdxCaM2dBFaTV1+BJYyGY5DsqqigAyKGg2EBIPjw8GiwzBQW3Y8YLfJzE1h0bWW07gyyTmbipDWsYs8Wi8ERZSMtpBVgdWRYZnKjBZWNO7kiTmkr70yQHFiCPgfWCYo5WCmseWxx5oA1ozL9zE63HPRRtCRNgmWwsyUFB2E7LNo2+ecxgFtTIKmGQyNzsh+H9Ws7LOIF9w7Z6JTqIFgXebCMuHP2+a4WujMQ8kCWjmos6JNhXVFacJI4XTtgPcBokX4FHXKu4rzUMLy8I1TQy1ZYgWNUS287ZjYbGwJuaUVYjVxYtIJNasZ4bzwnH5104yNDIsMylnRJHEqC5x2w6GJdzAYFcFB95qWakXMoCOzQ9cr2r7xjyEJjUHrjgYTzbCDN2/1+WNR+XZIAGPDFkjWUPZ1SgWV4dbb8PlqhuQvWCLCePAYHnkvYLk0oWYVVa8NinPuccww8o/FWVszSSKk+GFV5Pyxm4j0DRmNgDWWPnFJh0bXHtLdmXIcMLAsz96Ou7ozaqnbphIzgEi54uolnK9SmhV12AuwbRV9YOj0PRl6CCGuSD4u1yjKI9i5Rb0ztMllYhpmm/BRYMukpfSZpKwcnbug5raZICw43UbphtlDOuIO+MSm9PSVkKvVxQORP5ht4V4RFTfzZMD5ogKADat5TKjw+NI80SL4RQ4Gl7Hekv0QTvCEtG5b6hnkjeO9+mvZbSG2LsLoovScv15I7wDmKLKqfC8uTYHWYvY4YUOxqkhWKsM4ir4GMKRlYVZRzL6gPD3GyEoV09XGyvA//LUzfz9Z+ghEC0xiW3pXjaFNP3BQ+RZW3YDo10ZdgpY4l3ZSSWjy60TI5toWbZQnWRVTxEYqy/GFKng7KysZ8yg8d4mSlcoMbmhjjrHov4pbD7qMZnYIBb0yjH7zzUNYeeWU0Z4TcFYxCYL67La5oeiIg7Rz99N6KOAKyo5tgq+l47WarRL+h26HSDSoNHj+7IEZaTqJytqGDfesngx87h/CNh1dbmJBoBRgHePkys0XNHhdjSK8QP7TyXlbEMmO6BB9cnlHrmOQrazRN0o4qRf7N29OQfpv+2nMgjg7+Gf3fCtBsCOa7JGi2Jt3H1CM+4uS8BRGO9oe3aGHRa9O9KfBsUimlhVMD8db5DJ+e02pZ9NDrl4WiF7ZU3TLM+keOdndXhWj+sB9vJqpiWO9fIlppD0BUIX59MDKGGJz1Kwine5FwIPX9qz7z3iusCY0DUka/DoPod2yf8KPsJ/yWOgaXrDDeNFfszolQjTJ4x0nZhJazRzf4gyv6TTd01PTxIcr83wpM1/O2p+p819t+0LkbKp0DHuxkiS8ASnuk7lP9LeS+wckSZe7Rsd/z/4Wqh2SytLgOymRpMc0PymRpMaHjLdf5jVVlZn0Fjn5A/W+oMobL0OmB9/gN/zrR0I7uWu3/t1/kf0HmCtFY4mr/X2ox/Z6Oo5aWlpaWlpaWlpaWlpaWlpaWlpaWlpaWlpaWlpaWlpaWlpaWlpaWltab9H8TTJ0s3Lo4SQAAAABJRU5ErkJggg==",Yes
